playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478971,2025,Connor Ingram,EDM,G,all,32,106694.0,78.66,77.0,1638.0,60.07,98.0,203.06,173.0,856.17,763.0,33.01,1.0,465.51,406.0,336.8,418.0,74.24,892.0,197.0,84.0,26.9,24.63,27.12,33.0,26.0,18.0,465.0,2.0,1.0
8478971,2025,Connor Ingram,EDM,G,5on5,32,89809.0,56.59,60.0,1334.0,45.99,76.0,168.07,145.0,682.49,608.0,26.64,1.0,371.33,316.0,276.67,344.0,54.65,735.0,151.0,56.0,22.89,19.09,14.62,29.0,24.0,7.0,392.0,0.0,0.0
8478971,2025,Connor Ingram,EDM,G,4on5,32,7495.0,13.9,13.0,196.0,9.68,16.0,23.23,16.0,108.96,95.0,0.99,0.0,62.32,56.0,32.33,44.0,12.89,103.0,22.0,20.0,2.01,2.67,9.22,3.0,1.0,9.0,51.0,2.0,1.0
8478971,2025,Connor Ingram,EDM,G,5on4,32,7253.0,2.48,2.0,32.0,1.04,2.0,2.93,3.0,20.86,22.0,4.14,0.0,6.2,4.0,13.76,16.0,2.39,17.0,7.0,3.0,0.68,0.9,0.9,0.0,1.0,1.0,5.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,other,33,3823.0,9.52,10.0,105.0,4.68,10.0,11.01,6.0,55.71,55.0,1.52,0.0,30.49,24.0,17.14,23.0,8.59,40.0,22.0,13.0,1.44,2.58,5.5,3.0,2.0,5.0,30.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,all,33,114340.0,95.24,97.0,1826.0,70.89,123.0,247.64,174.0,1018.61,924.0,33.85,4.0,547.58,470.0,392.27,520.0,89.92,1025.0,257.0,107.0,30.89,31.41,32.94,44.0,31.0,22.0,437.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,5on5,33,92085.0,70.1,71.0,1441.0,53.01,95.0,202.47,141.0,804.2,716.0,25.71,3.0,427.82,380.0,316.86,409.0,66.67,829.0,192.0,77.0,24.64,23.98,21.49,37.0,21.0,13.0,343.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,4on5,33,9662.0,13.45,15.0,248.0,12.03,16.0,31.05,26.0,137.69,129.0,0.9,0.0,82.37,62.0,44.41,68.0,12.54,137.0,38.0,13.0,4.29,4.27,4.9,4.0,7.0,4.0,60.0,0.0,0.0
8480193,2025,Daniil Tarasov,FLA,G,5on4,33,8770.0,2.17,1.0,32.0,1.17,2.0,3.11,1.0,21.02,24.0,5.72,1.0,6.91,4.0,13.85,20.0,2.13,19.0,5.0,4.0,0.53,0.59,1.06,0.0,1.0,0.0,4.0,0.0,0.0
8477424,2025,Juuse Saros,NSH,G,other,59,5528.0,14.69,19.0,188.0,8.17,8.0,21.59,14.0,111.24,109.0,2.41,0.0,59.96,48.0,40.86,60.0,14.04,88.0,48.0,13.0,3.67,5.89,5.12,2.0,15.0,2.0,39.0,0.0,0.0
8477424,2025,Juuse Saros,NSH,G,all,59,205953.0,171.73,181.0,3248.0,126.39,184.0,435.99,338.0,1833.2,1700.0,58.02,3.0,973.91,862.0,714.15,916.0,163.31,1837.0,477.0,169.0,54.58,59.78,57.36,63.0,76.0,42.0,765.0,2.0,1.0
8477424,2025,Juuse Saros,NSH,G,5on5,59,169685.0,120.99,136.0,2648.0,95.76,144.0,364.55,285.0,1461.6,1344.0,46.09,3.0,784.93,705.0,577.82,721.0,116.87,1536.0,346.0,111.0,45.64,43.13,32.21,61.0,51.0,24.0,655.0,2.0,1.0
8477424,2025,Juuse Saros,NSH,G,4on5,59,15203.0,31.07,25.0,334.0,20.04,27.0,41.86,36.0,206.96,195.0,1.27,0.0,113.06,92.0,58.44,91.0,27.48,163.0,69.0,39.0,3.59,9.13,18.35,0.0,9.0,16.0,63.0,0.0,0.0
8477424,2025,Juuse Saros,NSH,G,5on4,59,15537.0,4.83,1.0,75.0,2.33,5.0,7.7,3.0,51.86,51.0,7.97,0.0,15.18,16.0,36.4,43.0,4.76,49.0,13.0,6.0,1.66,1.49,1.68,0.0,1.0,0.0,7.0,0.0,0.0
8482137,2025,Yaroslav Askarov,SJS,G,other,47,4121.0,9.59,11.0,123.0,5.51,6.0,13.95,16.0,68.95,60.0,1.23,0.0,41.29,35.0,21.09,26.0,7.87,58.0,25.0,11.0,2.36,3.39,3.84,6.0,3.0,2.0,29.0,0.0,0.0
8482137,2025,Yaroslav Askarov,SJS,G,all,47,155789.0,138.09,157.0,2683.0,106.25,179.0,346.18,247.0,1458.87,1342.0,37.97,0.0,792.5,743.0,555.64,657.0,128.6,1467.0,372.0,149.0,43.88,45.45,48.76,67.0,54.0,36.0,695.0,2.0,1.0
8482137,2025,Yaroslav Askarov,SJS,G,5on5,47,125791.0,93.89,109.0,2075.0,75.06,129.0,275.58,197.0,1108.3,1016.0,29.22,0.0,597.91,561.0,435.13,516.0,89.42,1153.0,265.0,97.0,33.71,32.62,27.56,52.0,40.0,17.0,560.0,2.0,1.0
8482137,2025,Yaroslav Askarov,SJS,G,4on5,47,13632.0,31.5,31.0,429.0,23.78,42.0,50.58,28.0,241.75,225.0,0.87,0.0,140.4,140.0,71.65,83.0,28.24,215.0,71.0,40.0,6.36,8.02,17.12,6.0,9.0,16.0,103.0,0.0,0.0
8482137,2025,Yaroslav Askarov,SJS,G,5on4,47,12245.0,2.74,5.0,52.0,1.68,2.0,5.55,5.0,36.66,37.0,6.38,0.0,11.61,6.0,26.27,31.0,2.7,39.0,9.0,1.0,1.37,1.15,0.23,3.0,1.0,1.0,3.0,0.0,0.0
8478872,2025,Karel Vejmelka,UTA,G,other,64,5769.0,12.44,12.0,162.0,7.32,13.0,18.78,20.0,87.91,84.0,1.57,0.0,50.91,45.0,26.13,29.0,11.36,69.0,38.0,12.0,2.51,4.79,5.14,1.0,5.0,6.0,43.0,0.0,0.0
8478872,2025,Karel Vejmelka,UTA,G,all,64,221576.0,175.92,169.0,3459.0,127.73,215.0,450.82,383.0,1856.32,1627.0,66.35,4.0,979.2,907.0,718.31,840.0,167.52,1861.0,487.0,167.0,56.16,60.17,59.6,61.0,59.0,49.0,944.0,2.0,1.0
8478872,2025,Karel Vejmelka,UTA,G,5on5,64,182568.0,121.17,118.0,2719.0,91.81,154.0,363.98,307.0,1437.06,1251.0,54.23,3.0,751.93,701.0,574.53,671.0,115.95,1474.0,370.0,108.0,45.36,45.91,29.9,49.0,49.0,20.0,767.0,2.0,1.0
8478872,2025,Karel Vejmelka,UTA,G,4on5,64,17261.0,38.92,37.0,513.0,26.73,45.0,61.6,52.0,288.3,255.0,1.49,0.0,162.8,146.0,88.25,108.0,36.9,277.0,66.0,45.0,6.83,8.01,24.08,9.0,5.0,23.0,125.0,0.0,0.0
8478872,2025,Karel Vejmelka,UTA,G,5on4,64,15978.0,3.23,2.0,63.0,1.79,3.0,6.24,4.0,41.53,36.0,8.94,1.0,12.82,14.0,28.67,31.0,3.14,40.0,12.0,2.0,1.38,1.36,0.48,2.0,0.0,0.0,9.0,0.0,0.0
8479979,2025,Jake Oettinger,DAL,G,other,54,4965.0,8.55,8.0,149.0,5.31,5.0,14.96,11.0,76.35,74.0,2.79,1.0,45.67,43.0,26.94,37.0,7.95,75.0,23.0,6.0,3.27,2.77,2.51,3.0,3.0,2.0,45.0,0.0,0.0
8479979,2025,Jake Oettinger,DAL,G,all,54,191651.0,143.72,138.0,2944.0,103.93,172.0,372.86,252.0,1528.78,1372.0,48.0,4.0,819.88,718.0,585.89,796.0,134.82,1560.0,364.0,155.0,48.04,43.95,51.73,55.0,41.0,42.0,865.0,0.0,0.0
8479979,2025,Jake Oettinger,DAL,G,5on5,54,156888.0,97.39,92.0,2317.0,74.55,126.0,299.6,200.0,1179.09,1053.0,36.75,2.0,626.07,552.0,467.36,632.0,94.48,1239.0,273.0,93.0,38.05,33.19,26.16,47.0,28.0,17.0,712.0,0.0,0.0
8479979,2025,Jake Oettinger,DAL,G,4on5,54,15994.0,32.43,31.0,404.0,21.16,39.0,50.71,37.0,228.69,196.0,0.8,0.0,130.56,113.0,64.62,88.0,27.16,207.0,52.0,49.0,5.4,5.99,21.04,4.0,6.0,21.0,96.0,0.0,0.0
8479979,2025,Jake Oettinger,DAL,G,5on4,54,13804.0,3.98,6.0,57.0,2.17,2.0,5.83,2.0,34.74,43.0,7.25,1.0,12.53,5.0,23.16,34.0,3.92,34.0,9.0,6.0,1.03,1.2,1.75,1.0,3.0,2.0,8.0,0.0,0.0
8484170,2025,Jacob Fowler,MTL,G,other,17,2401.0,5.0,2.0,73.0,2.95,7.0,7.3,5.0,36.98,36.0,0.84,0.0,21.96,23.0,11.32,13.0,4.39,30.0,14.0,6.0,1.36,1.81,1.83,1.0,1.0,0.0,23.0,0.0,0.0
8484170,2025,Jacob Fowler,MTL,G,all,17,60642.0,48.12,41.0,968.0,35.1,59.0,119.35,91.0,502.67,448.0,17.98,1.0,268.74,247.0,187.46,236.0,45.76,473.0,155.0,48.0,15.25,19.16,13.72,13.0,22.0,6.0,292.0,0.0,0.0
8484170,2025,Jacob Fowler,MTL,G,5on5,17,48554.0,32.73,30.0,730.0,23.71,38.0,92.4,61.0,373.89,328.0,14.65,0.0,195.02,188.0,144.63,183.0,31.84,366.0,107.0,28.0,11.76,13.16,7.81,10.0,17.0,3.0,229.0,0.0,0.0
8484170,2025,Jacob Fowler,MTL,G,4on5,17,5315.0,9.02,8.0,147.0,8.0,13.0,18.48,23.0,82.9,76.0,0.57,0.0,49.17,35.0,26.3,34.0,8.2,74.0,29.0,11.0,2.0,3.55,3.47,1.0,4.0,3.0,33.0,0.0,0.0
8484170,2025,Jacob Fowler,MTL,G,5on4,17,4372.0,0.9,1.0,15.0,0.29,1.0,0.76,1.0,6.49,6.0,1.83,1.0,1.75,1.0,4.13,4.0,0.86,3.0,3.0,2.0,0.12,0.38,0.41,1.0,0.0,0.0,7.0,0.0,0.0
8477968,2025,Alex Nedeljkovic,SJS,G,other,40,2759.0,8.5,8.0,90.0,4.05,9.0,9.66,5.0,51.13,49.0,0.99,0.0,27.58,26.0,14.53,18.0,7.14,33.0,21.0,12.0,1.26,2.76,4.48,2.0,3.0,3.0,24.0,0.0,0.0
8477968,2025,Alex Nedeljkovic,SJS,G,all,40,136678.0,107.83,109.0,2150.0,82.43,118.0,277.39,243.0,1147.93,1048.0,36.59,1.0,620.26,544.0,435.14,546.0,102.35,1152.0,300.0,110.0,34.56,37.58,35.7,43.0,39.0,27.0,588.0,9.0,3.0
8477968,2025,Alex Nedeljkovic,SJS,G,5on5,40,112230.0,74.6,77.0,1725.0,61.3,88.0,228.0,198.0,901.53,813.0,29.38,1.0,487.47,423.0,352.02,446.0,71.73,936.0,231.0,67.0,27.97,28.58,18.05,38.0,31.0,8.0,491.0,9.0,3.0
8477968,2025,Alex Nedeljkovic,SJS,G,4on5,40,10049.0,21.14,22.0,290.0,15.4,17.0,34.82,36.0,164.09,152.0,0.64,0.0,96.13,90.0,48.81,57.0,19.97,160.0,34.0,28.0,4.54,4.28,12.32,2.0,4.0,16.0,68.0,0.0,0.0
8477968,2025,Alex Nedeljkovic,SJS,G,5on4,40,11640.0,3.6,2.0,45.0,1.67,4.0,4.92,4.0,31.17,34.0,5.51,0.0,9.08,5.0,19.79,25.0,3.52,23.0,14.0,3.0,0.79,1.96,0.85,1.0,1.0,0.0,5.0,0.0,0.0
8477484,2025,Spencer Martin,NYR,G,other,6,478.0,0.79,0.0,10.0,0.44,0.0,1.52,1.0,6.87,7.0,0.28,0.0,3.67,3.0,2.36,5.0,0.77,5.0,3.0,1.0,0.22,0.31,0.27,0.0,0.0,0.0,1.0,0.0,0.0
8477484,2025,Spencer Martin,NYR,G,all,6,17439.0,15.86,20.0,293.0,11.6,20.0,39.98,16.0,160.55,147.0,5.06,1.0,84.9,78.0,60.0,84.0,14.8,151.0,47.0,20.0,4.81,5.57,5.49,9.0,7.0,4.0,75.0,0.0,0.0
8477484,2025,Spencer Martin,NYR,G,5on5,6,14173.0,9.56,14.0,231.0,8.06,12.0,31.26,13.0,120.39,110.0,3.8,1.0,65.87,64.0,47.0,63.0,9.14,129.0,28.0,9.0,3.99,3.28,2.29,8.0,4.0,2.0,65.0,0.0,0.0
8477484,2025,Spencer Martin,NYR,G,4on5,6,1524.0,4.67,5.0,45.0,2.82,7.0,6.45,2.0,28.26,26.0,0.13,0.0,14.14,11.0,7.9,12.0,4.05,15.0,14.0,8.0,0.54,1.65,2.47,1.0,2.0,2.0,8.0,0.0,0.0
8477484,2025,Spencer Martin,NYR,G,5on4,6,1264.0,0.85,1.0,7.0,0.28,1.0,0.75,0.0,5.02,4.0,0.85,0.0,1.23,0.0,2.75,4.0,0.84,2.0,2.0,2.0,0.05,0.33,0.47,0.0,1.0,0.0,1.0,0.0,0.0
8477967,2025,Thatcher Demko,VAN,G,other,20,2098.0,3.92,4.0,65.0,2.72,3.0,6.76,8.0,34.42,28.0,0.7,0.0,20.54,15.0,10.71,16.0,3.77,27.0,13.0,6.0,1.04,1.52,1.36,1.0,1.0,2.0,19.0,0.0,0.0
8477967,2025,Thatcher Demko,VAN,G,all,20,66952.0,55.98,54.0,1093.0,43.0,64.0,142.0,103.0,595.52,515.0,19.22,0.0,322.41,306.0,222.36,279.0,53.51,579.0,170.0,57.0,18.11,20.68,17.19,18.0,22.0,14.0,287.0,0.0,0.0
8477967,2025,Thatcher Demko,VAN,G,5on5,20,53987.0,38.05,37.0,863.0,30.91,43.0,114.48,81.0,459.13,403.0,14.97,0.0,249.52,250.0,179.72,217.0,36.7,474.0,120.0,34.0,14.5,14.32,9.24,14.0,16.0,7.0,235.0,0.0,0.0
8477967,2025,Thatcher Demko,VAN,G,4on5,20,5217.0,12.53,11.0,146.0,8.74,16.0,18.92,14.0,90.09,71.0,0.42,0.0,48.99,37.0,24.64,39.0,11.67,70.0,31.0,16.0,2.32,3.93,6.29,2.0,4.0,5.0,29.0,0.0,0.0
8477967,2025,Thatcher Demko,VAN,G,5on4,20,5650.0,1.38,2.0,18.0,0.58,2.0,1.74,0.0,11.09,13.0,3.1,0.0,3.04,4.0,6.89,6.0,1.28,8.0,5.0,1.0,0.25,0.82,0.31,1.0,1.0,0.0,4.0,0.0,0.0
8479496,2025,David Rittich,NYI,G,other,30,3444.0,5.59,6.0,82.0,3.25,2.0,9.43,7.0,46.72,39.0,1.37,0.0,26.04,24.0,17.14,23.0,5.07,36.0,21.0,6.0,1.46,2.58,1.55,3.0,3.0,0.0,19.0,0.0,0.0
8479496,2025,David Rittich,NYI,G,all,30,99128.0,80.23,76.0,1601.0,59.91,91.0,209.97,140.0,865.85,720.0,29.78,0.0,455.42,440.0,332.64,418.0,76.01,840.0,239.0,88.0,25.11,29.11,26.01,27.0,33.0,16.0,434.0,0.0,0.0
8479496,2025,David Rittich,NYI,G,5on5,30,82347.0,59.99,56.0,1309.0,44.87,74.0,172.72,119.0,684.04,569.0,24.26,0.0,357.67,349.0,268.68,328.0,57.38,685.0,177.0,65.0,20.91,21.39,17.69,24.0,24.0,8.0,382.0,0.0,0.0
8479496,2025,David Rittich,NYI,G,4on5,30,6563.0,12.47,11.0,181.0,10.68,12.0,24.32,14.0,113.24,95.0,0.77,0.0,64.95,60.0,33.01,52.0,11.42,104.0,29.0,16.0,2.41,3.51,6.55,0.0,4.0,7.0,32.0,0.0,0.0
8479496,2025,David Rittich,NYI,G,5on4,30,6774.0,2.08,3.0,27.0,1.02,3.0,3.23,0.0,20.47,16.0,3.2,0.0,6.04,7.0,13.02,13.0,2.05,13.0,12.0,1.0,0.23,1.63,0.22,0.0,2.0,1.0,1.0,0.0,0.0
8476999,2025,Linus Ullmark,OTT,G,other,49,5343.0,10.44,11.0,136.0,5.73,5.0,15.6,19.0,79.41,74.0,1.79,0.0,43.57,45.0,27.01,25.0,9.5,59.0,34.0,12.0,2.18,4.2,4.05,2.0,6.0,3.0,31.0,0.0,0.0
8476999,2025,Linus Ullmark,OTT,G,all,49,173008.0,118.19,131.0,2501.0,91.44,139.0,319.69,257.0,1322.21,1198.0,49.19,4.0,715.3,665.0,515.93,611.0,112.57,1347.0,348.0,110.0,39.46,42.84,35.9,45.0,59.0,27.0,696.0,2.0,1.0
8476999,2025,Linus Ullmark,OTT,G,5on5,49,141151.0,83.22,90.0,2007.0,67.55,113.0,263.37,204.0,1036.93,924.0,39.41,2.0,561.17,525.0,413.62,491.0,79.82,1112.0,239.0,73.0,32.53,29.42,21.26,40.0,37.0,13.0,583.0,2.0,1.0
8476999,2025,Linus Ullmark,OTT,G,4on5,49,12391.0,20.92,28.0,294.0,15.97,20.0,34.94,31.0,169.27,160.0,0.96,0.0,96.89,81.0,51.83,65.0,19.7,140.0,64.0,22.0,3.55,7.64,9.72,3.0,15.0,10.0,68.0,0.0,0.0
8476999,2025,Linus Ullmark,OTT,G,5on4,49,14123.0,1.83,0.0,44.0,1.33,0.0,3.54,0.0,24.51,27.0,6.85,2.0,8.42,8.0,18.04,26.0,1.83,27.0,7.0,0.0,0.83,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
8475831,2025,Philipp Grubauer,SEA,G,other,32,2349.0,4.89,6.0,66.0,3.07,3.0,8.01,9.0,41.8,39.0,1.2,0.0,22.58,20.0,16.07,18.0,4.68,32.0,19.0,5.0,1.49,2.27,1.13,2.0,2.0,2.0,10.0,0.0,0.0
8475831,2025,Philipp Grubauer,SEA,G,all,32,107466.0,84.65,79.0,1849.0,68.04,109.0,233.91,181.0,963.37,866.0,29.45,3.0,530.29,509.0,379.44,450.0,80.71,1021.0,223.0,86.0,29.97,27.92,26.76,24.0,31.0,24.0,519.0,0.0,0.0
8475831,2025,Philipp Grubauer,SEA,G,5on5,32,90631.0,63.74,52.0,1544.0,52.69,92.0,196.92,148.0,779.55,698.0,24.07,3.0,428.0,416.0,312.99,372.0,61.09,845.0,172.0,65.0,24.59,21.37,17.78,17.0,23.0,12.0,462.0,0.0,0.0
8475831,2025,Philipp Grubauer,SEA,G,4on5,32,7401.0,14.34,19.0,209.0,11.33,14.0,25.53,22.0,121.0,108.0,0.32,0.0,72.63,67.0,37.16,43.0,13.28,122.0,29.0,14.0,3.25,3.79,7.3,5.0,5.0,9.0,44.0,0.0,0.0
8475831,2025,Philipp Grubauer,SEA,G,5on4,32,7085.0,1.41,2.0,24.0,0.75,0.0,2.44,1.0,16.48,18.0,3.84,0.0,4.96,4.0,10.97,14.0,1.39,16.0,3.0,2.0,0.36,0.49,0.56,0.0,1.0,1.0,3.0,0.0,0.0
8475883,2025,Frederik Andersen,CAR,G,other,35,3220.0,5.7,7.0,60.0,2.82,3.0,7.59,6.0,37.69,33.0,1.54,0.0,19.03,16.0,12.52,17.0,5.33,28.0,13.0,8.0,1.21,1.61,2.88,1.0,1.0,5.0,11.0,0.0,0.0
8475883,2025,Frederik Andersen,CAR,G,all,35,126112.0,103.69,107.0,1734.0,69.54,123.0,230.37,156.0,973.5,849.0,43.04,0.0,498.81,440.0,366.68,476.0,98.22,887.0,302.0,113.0,28.45,37.54,37.7,36.0,43.0,28.0,432.0,4.0,2.0
8475883,2025,Frederik Andersen,CAR,G,5on5,35,103210.0,74.34,78.0,1380.0,51.77,91.0,186.61,130.0,761.1,660.0,34.55,0.0,391.03,351.0,292.54,372.0,70.92,707.0,239.0,76.0,22.67,29.86,21.82,33.0,35.0,10.0,358.0,2.0,1.0
8475883,2025,Frederik Andersen,CAR,G,4on5,35,10482.0,19.89,19.0,249.0,13.31,26.0,31.24,19.0,143.84,124.0,1.36,0.0,78.17,70.0,42.61,56.0,18.41,127.0,39.0,24.0,3.79,4.58,11.53,1.0,6.0,12.0,59.0,2.0,1.0
8475883,2025,Frederik Andersen,CAR,G,5on4,35,9200.0,3.19,2.0,36.0,1.38,3.0,4.22,0.0,26.41,29.0,5.44,0.0,8.48,2.0,16.8,28.0,2.99,21.0,10.0,4.0,0.55,1.39,1.24,0.0,1.0,1.0,1.0,0.0,0.0
8482821,2025,Arvid Soderblom,CHI,G,other,26,1601.0,2.52,3.0,28.0,1.26,1.0,3.37,0.0,18.73,13.0,0.58,0.0,10.34,11.0,6.8,10.0,2.47,14.0,8.0,3.0,0.58,0.94,1.0,1.0,1.0,1.0,3.0,0.0,0.0
8482821,2025,Arvid Soderblom,CHI,G,all,26,88117.0,88.98,93.0,1508.0,61.08,106.0,203.36,144.0,855.53,774.0,22.08,2.0,453.11,418.0,323.5,396.0,83.57,799.0,268.0,92.0,24.97,34.43,29.57,31.0,40.0,22.0,349.0,4.0,2.0
8482821,2025,Arvid Soderblom,CHI,G,5on5,26,73245.0,67.24,75.0,1269.0,48.2,88.0,173.8,120.0,705.27,641.0,18.21,2.0,374.54,344.0,272.32,332.0,63.16,697.0,198.0,65.0,21.75,25.46,20.03,29.0,35.0,11.0,309.0,2.0,1.0
8482821,2025,Arvid Soderblom,CHI,G,4on5,26,6915.0,17.98,14.0,188.0,10.86,16.0,23.61,23.0,116.04,102.0,0.57,0.0,63.04,58.0,33.65,41.0,16.71,72.0,58.0,23.0,2.27,7.42,8.29,1.0,4.0,9.0,35.0,0.0,0.0
8482821,2025,Arvid Soderblom,CHI,G,5on4,26,6356.0,1.21,1.0,21.0,0.74,1.0,2.39,1.0,14.77,17.0,2.49,0.0,4.82,4.0,10.36,13.0,1.21,15.0,4.0,1.0,0.35,0.61,0.25,0.0,0.0,1.0,1.0,2.0,1.0
8477831,2025,Pheonix Copley,LAK,G,other,1,97.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8477831,2025,Pheonix Copley,LAK,G,all,1,3514.0,2.2,3.0,46.0,1.9,1.0,7.57,7.0,30.31,28.0,1.25,0.0,15.96,14.0,11.19,15.0,2.15,33.0,5.0,2.0,0.78,0.48,0.94,2.0,0.0,1.0,6.0,0.0,0.0
8477831,2025,Pheonix Copley,LAK,G,5on5,1,3029.0,1.43,2.0,37.0,1.51,1.0,6.39,5.0,24.1,22.0,1.12,0.0,12.64,10.0,9.26,14.0,1.39,26.0,5.0,1.0,0.71,0.48,0.23,2.0,0.0,0.0,5.0,0.0,0.0
8477831,2025,Pheonix Copley,LAK,G,4on5,1,125.0,0.77,1.0,7.0,0.37,0.0,1.07,2.0,5.49,5.0,0.0,0.0,3.04,4.0,1.37,0.0,0.75,6.0,0.0,1.0,0.06,0.0,0.71,0.0,0.0,1.0,0.0,0.0,0.0
8477831,2025,Pheonix Copley,LAK,G,5on4,1,263.0,0.01,0.0,1.0,0.02,0.0,0.12,0.0,0.72,1.0,0.14,0.0,0.28,0.0,0.56,1.0,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478009,2025,Ilya Sorokin,NYI,G,other,55,5434.0,13.9,13.0,157.0,6.69,15.0,15.26,10.0,79.46,72.0,1.72,1.0,46.27,46.0,20.78,22.0,12.41,56.0,29.0,21.0,1.97,3.68,8.25,4.0,3.0,6.0,51.0,2.0,1.0
8478009,2025,Ilya Sorokin,NYI,G,all,55,193570.0,169.3,144.0,3172.0,126.08,243.0,409.38,256.0,1723.39,1530.0,55.87,5.0,912.1,861.0,649.98,818.0,158.99,1651.0,472.0,202.0,51.01,58.55,59.74,61.0,55.0,28.0,847.0,4.0,2.0
